sequence,label
入手高清液晶屏幕大家推荐下准备入手高清液晶屏幕，又听说换了高清屏幕对显卡要求高，怕换了带不动游戏就悲剧。 求解，大家看看行不行，在推荐下什么那款高清屏幕好。 电脑型号联想 IdeaPad Y460 笔记本电脑操作系统Windows 8 专业版 64位 ( Di,0
镜头推荐现有6D 85 1.8要入一只变焦，资金有限看上17-40和24-105，二选1的话入那只合适？,1
#寻找尼康镜头中最美模特# 【爱笑的眼睛】 （老阿推荐）35 F2中海国际社区#寻找尼康镜头中最美模特#【爱笑的眼睛】 （老阿推荐）,1
帮忙推荐一款5500左右的本本先不说将要换代的产品，就说一般情况一年当中什么时候笔记本的电子产品会搞促销或者最便宜。还有十来天快过年 了，是不是这段时间入手的话会合适呢。主要是用来做类似重工3D建模的，通常模型比较大，零件非常多。也,0
关于推荐守护同志担任40版主一事之我见！！！最近老枪同志发出倡议推荐守护同志担任40版版主，强烈同意老枪的建议，守护同志一直以来活跃在40版，作品多多，PP精彩，为人热情，当斑竹肯定是够格，就是不知他本人的意见，不知他是否有那么多的时间，最好是请守护,1
【桌面】推荐几张夜景图片给喜好的朋友做桌面【桌面】 推荐几张夜景图片给喜好的朋友做桌面 呵呵呵我新手更加真诚希望高手多指点 如果这次拍的不能成为摄友们的桌面图 那么在高手指点下我将拍摄精美桌面图 如果哪位朋友真的需要我可以发送原图 谢谢 1p,1
《华硕VivoBook灭鼠运动》推荐 旋转七巧板80后的你，是不是已经结婚了，是不是已经有孩子了，看孩子是不是很累，孩子是不是很喜欢触屏设备，哈哈，相信大家一系列的回答都是肯定的！好吧，我给你推荐一款Win8好游戏，旋转七巧板，有了这款游戏，相信你看起孩,0
NEX 5n 求推荐一款10-18mm超广角副厂镜头想用我的小奶昔拍出更震撼的片子。。。原厂的那款真心买不起。。。求大人们推荐一款副厂可以转接到NEX的超广角镜头，变焦定焦都可以，，，手动自动也可以，非常感谢,1
求推荐台式机按照下图的配置。另外还需要机箱电源等等，只要组装完成就能玩就行。,0
刚入手一台D80 ，还没有买镜头，想买个镜头，不求高品质，求推荐，求卖家，刚入手一台D80 ，还没有买镜头，想买个镜头，不求高品质，求推荐，求卖家，,1
"升级Y460A，求推荐CPU，固态硬盘，内存条主要用于编辑图片,视频",0
最近想进台x-por机身，镜头从富士35mmf1.4和蔡司32mmf1.8二款中选一请老师给推荐目前身边己有佳能6d和蔡司85mm f1.4定焦。谢谢,1
大家的小Y都安装的什么系统，求推荐，win7如题，重装了两次系统了，希望大家指导下能找到更流畅稳定的系统，win7旗舰,0
纠结于16-45与17-70之间 请用过的人讲下使用感受并推荐 谢谢辨析一下16-45与17-70 对17-70更多的焦段比较中意 但是画质方面 性价比方面 希望用过的人能给个意见 谢谢,1
手机推荐最近想换手机了，有没有推荐的？不要苹果，只要安卓。现在用的vivo x9 plus，价格不是问题，主要看性能,2
5月15日 抓拍绿鹭 强力推荐！器材:镜头:时间:2011-05-15快门:1/250光圈:F/9.0焦距:453毫米感光度:400 器材:镜头:时间:2011-05-15快门:1/200光圈:F/11.0焦距:500毫米感光度:400 器材:镜头:时间:2011-05-15快门:1/200光圈:F/11.0焦距:500毫米感光,1
想买张船票，求推荐http://item.taobao.com/item.htm?spm=a230r.1.10.1&id=12478258690 不知道这家店怎么样，谁有好点的店可以推荐吗,0
求大神推荐吃鸡配置，主机6000以内，求大神推荐吃鸡配置，主机6000以内，,0
游戏影音 性能 笔记本求配置推荐或者型号，需要好配置的平时使用就 几个QQ 旺旺 YY什么的 基本市面上的4000+左右的本子都能搞定，但是由于工作的原因 有时候会同时挂2-5个XP的虚拟机， 一般用VM挂的都是很吃内存的，这个还算清楚，但是就是不知道大概需要一个多少配置的,0
店长推荐作品||最美遇见しすちめも 西塘の夏.avi器材:佳能 650D[佳能数码相机]镜头:Canon EF-S 18-135mm f/3.5-5.6 IS STM时间:2014-07-26 10:13:17.00快门:1/200光圈:F/5.6焦距:135毫米感光度:800器材:佳能 650D[佳能数码相机]镜头:Canon EF-S 18-135mm f/3.5-5.6,1
推荐随身携带定焦头一枚各位给推荐一枚定焦镜头吧. 买这相机就像随身携带 有18-55这个头. 再配一个什么样的定焦头就基本OK了呢? DT50mm、DT35mm两款哪一个比较实用 转接口买什么样的 谢谢~,1
求推荐一款性价比高价格在1000左右的卡片机，限索尼和佳能这两款！鄙人是学生，希望买一款卡片机，求各位推荐推荐！！！！！,1
购入s90后拍的照片，绝美的吉林江景。版主推荐！各位应该来看看。器材:佳能 S90[佳能数码相机]镜头:Unknown 6-22mm时间:2011-06-08 09:32:36快门:1/200光圈:F/4.0焦距:6毫米感光度:80器材:佳能 S90[佳能数码相机]镜头:Unknown 6-22mm时间:2011-06-02 13:21:06快门:1/50光圈:F/4.0焦,1
本人学生党，想买台笔记本，求推荐本人大一学生党，想分期买台4000～5000左右的本本，一般玩特别大的单机游戏，有时要用于办公用，求各位经验推荐,0
推荐一个不错的摄影网http://prophoto.cn/portal.php,1
5000~6000笔记本大家推荐一个~~~标题要长点...............................本人平时玩游戏比较多 偶尔做一下设计 学的平面设计类的 PS 3d什么的 望各位推荐一下 谢谢~~~~~~~,0
华为荣耀8推荐的更新太多了。据说手机更新太多容易出問題啊！荣耀8到手很轻薄，背面超级好看，性价比也高，当时2000+，活动的时候1499京东入手，拍照自我感觉不错，而且对EMUI5.0之后的使用居然感觉还不错，NFC超级好用，公交卡刷了这么久，基本没有失败的，相比较小米5有时候,2
我想下手上网本，有推荐的吗？我想下手上网本，有推荐的吗？最好是联想的哦,0
萌新求推荐想找个7000-8000的游戏本 结实耐用的,0
大一求推荐电脑大一了，要学3Dmax，工程制图什么的？求推荐，价格4700左右就好,0
求助大家一下哈~！想寻找一款简单一些的加密软件，大家给我推荐一款呗~再有10来天就要回家乡过年了~！ 在这里祝大家新年快乐，财源滚滚~！ 不过也因为要回家，非常纠结的事情又来了。 去年回家电脑就被别人开起来玩，结果看到 一些个人私密的东西一部分被人拷贝了去， 当然，是朋友或亲,0
购买推荐1500左右 家用卡片机 请问这个价位那些品牌型号值得入手,1
【求大神推荐5500的笔记本】明天去中关村买笔记本，新出的480不太了解 5500左右的 470 480帮忙推荐下 玩游戏用！,0
求推荐三脚架～用的是台50D 18-200的头，准备买个三脚架，要求很不高，只要的能完成长曝光就好了……而且预算是十分十分有限，肯定不超过300了……之前是瞄上了伟峰的6663A，因为看起来似乎还可以，现在就想求牛人推荐一款或者用过,1
个人真诚推荐索尼全画幅微单A7SⅡ有时候，我们在选择相机方面很矛盾，主要是自己不知道究竟自己应该选择哪款相机比较好，有时候还会去纠结性价比。今天我给大家推荐一款相机，绝对是一个完美的选择，它就是索尼全画幅微单A7SⅡ。索尼A7SⅡ不仅拥有先,1
深圳摄影工作室推荐深圳摄影工作室推荐（520婚纱摄影深圳520婚纱摄影在9年的实践中得到“美丽更应在婚礼上绽放！”爱和映像突破传统的单一摄影的业务流程，开拓一站式婚礼业务，为新人提供礼服租赁+婚礼布置+婚纱摄影的一站式服务。拍,1
求大侠给我推荐一款4000元左右的笔记本吧要求性价比高。主要是使用流畅。我主要是拿来办公用和看看电影偶尔玩玩CF.,0
看到一个搞笑的帖子，推荐给大家。搞笑的不是楼主，而是二楼的回复。 http://dcbbs.zol.com.cn/14/268_130376.html#top_reply,1
求高手们 10月底去那里（摄影推荐地）昆明周边10月底打算出去溜溜，不知该去哪里好 求各位高手指点迷津！！,1
新人求推荐！！现在T430系列的 哪款性价比 好些？预算7K以内 水/行都可以小弟最近打算入手一个TP t430系列的本本，看了好几天了，初步打算天猫购入2mc RMB：6900￥ 怎么样？我看这里推荐一款A46 这个多少钱能到手？还有怎么够入？,0
有好的电池推荐吗？***乐呵呵就算了，一个月的质量之前买了***乐呵呵，真的是还不如换之前的原装电池，掉电特别快，用了一月之后充不满电了，冲到80就充不进了，还有牛逼的客户服务，各种甩锅啊，心累,2
准备入手华硕本，给推荐一下。打算5000左右的价位，最好15寸屏，感觉16寸屏的机子太重，不过如果有性价不错的16寸也行。声音喇叭没特殊要求，因为都外接音箱了，有的有什么5.1声道就没必要了。接口尽量丰富些。显卡能高就高，是否可以搭配1G显存,0
马上买本子球推荐6000元左右的。这几天买个本子价位在6000左右。要求可以简单的游戏影音功能，外形漂亮，性价比最高的是哪款，求大神推荐！特别是散热要好，这点被坑过几次了，所以想要个散热的,0
求推荐买什么电脑刚上大学，学的专业是数字媒体， 想买部华硕的笔记本 平时也喜欢打打穿越火线 求大神推荐一下 价格4500左右就行了,0
想买个单反相机，初学者，请高手推荐我是初学者，想买个单反相机，能沾上专业相机的边也行，有朋友说过尼康7100，我看了好像使用7000的人不少，除了尼康，还有什么品牌值得推荐，另外镜头怎么配？先谢了,1
"学生党，求大神们推荐个本本！希望大家多多建议价格在4千或5千左右，散热要好，最好有背光键盘，光驱。游戏的话够玩lol,屁股，单机的仙剑之类的就好，电脑使用流畅不卡，音质屏幕尽量好些。求各位大神推荐，也欢迎各路兄弟姐妹发言建议！！谢谢！！！",0
想入一个3000-4000左右的相机，大家有什么好推荐吗对相机完全没什么了解，想入一个3000-4000左右的初级单反或者单电，大家有什么好的推荐吗？非专业用途，自己平时随便拍拍,1
最近想入手美版大Y，求大神推荐良心海淘店家最近想入手美版y510p，苦于找不到放心的代购，求大神推荐，多谢！,0
来啦来，，推荐几款游戏，推荐几款游戏啊，，,2
R7st R831T R829T R811 R820 原厂 解锁包 修复死机 实测推荐最新刷机教程，今天要给大家讲解的是线刷教程，主要是教大家用R7st R831T R829T R811 R820 原厂官方系统刷机，R7st R831T R829T R811 R820 解账户锁，R7st R831T R829T R811 R820 定屏死机，R7st R831T R829T R811 R,2
请毒大来推荐我想买款联想的本本，我是打算买Y480N-IFI 先说下我的需求 我主要就是上网聊天看电影，玩玩网页游戏，偶尔用用3D和2D制图，可是有人说我买480太浪费了 ，请毒大给我参谋下或推荐一个，不过本人还是不想买太差的 因为,0
推荐一款性价比高的脚架，没有最好只有更好推荐一款性价比高的脚架，没有最好只有更好1、可翻转收缩更短，收仅45CM左右2、可变独脚架、节省再购买独脚架费用（独脚架用的应该比较少吧，能用当然是用三脚架好）3、承重13KG，机子+头，不成问题，稳定有保证4、,1
#最佳花卉作品赏析# 【无瑕的白玉兰】 （老阿推荐）欣闻尼康D7200论坛成立，清风光影I好友荣任首任版主，奉上一组洁白无瑕的逆光白玉兰以示祝贺！祝尼康D7200论坛越办越好佳作频出！p1p2器材:FinePix HS50EXR时间:2015-03-27 11:35:54.0快门:1/800光圈:F/5.6焦距:66毫,1
求推荐质量好又适合学生的笔记本我是一个大二学生，准备7000至8000的预算来置备一台笔记本，我的购买宗旨是本本的配置不是终极追求，而是追求本本的质量，要耐用稳定的本本。最好是能用5年的。当然是在我爱惜本本的前提下。至于配置上的基本要求就,0
