,sequence,label
176,求推荐一款外观好！不卡死的手机！哎……买了款手机！太失望了！有没有大神就市面的手机推荐一款！不接受苹果！因为我先一个手机安两张卡!外观稍微好点儿，薄点儿，性能好点儿，不卡机就行！,2
177,很想入手一部3000左右的手机求推荐本人现在很想入手一部3000左右的手机，求大神帮帮忙，介绍几个。,2
178,520送啥？适合学生的手机推荐在充满520气息的今天，小编的朋友圈被各种晒幸福给刷爆了。其中最令人幸福的竟是有些宝妈晒儿子，爸爸晒与女儿约会的。都说儿子是妈妈上辈子的情人，女儿是爸爸上辈子的恋人。看来确实不假啊。可是他们会送这上辈子,2
179,1699元价位最值得推荐手机！盘点360N5S上你不知道的小秘密在京东618剁手的小伙伴们，一定对360N5S这款手机不陌生吧！它可是全网同价位竞品中前三名的明星手机！同时，这款产品也是360手机总裁李开新上任后的第一款产品。无论是从产品设计上，还是从使用体验上，它都相比以前,2
180,求推荐。。打算买个手机，价格2000-3000，性能和系统好点的，玩游戏不卡就行。跪求。。,2
181,安卓机推荐大家给我推荐一下3000价位安卓手机,2
182,3千到4千推荐几款手机好忧郁买什么,2
183,3000到4000推荐几部手机现在买还是等一等看的好忧郁……,2
184,学生手机哪个牌子好？学生手机推荐虽然咱们都说不能以貌取人，但是不管是对人还是对物，第一印象总能影响我们最终给与他们的评价，对于购买手机这件事情来说，也是一样的。可以毫不夸张的说，除了购买老人机之外，大家对于手机的外观设计都是极为,2
185,求大神给个意见 就总体来说 给推荐一款小米5s plus 标配 全网通 荣耀8 4G 标配 全网通 荣耀v8 4G 标配 全网通 oppo A59s 标配 全网通 三星 C5pro 标配 全网通 华为P9 标配 全网通 华为麦芒5 高配 全网通 金立S6 pro 全网通 这些机子的价格基本上都在2300,2
186,价格1000到1500多求推荐求推荐一部可以的手机,2
187,求推荐一款中高端手机，续航能力和运行速度之前用的华为MATE8，准备换个手机，经常出差，最看重电池电量，最好不低于3500MA，系统允许要快。另外，华为MATE8的六寸屏我也感觉太大了，5.5寸足够，再小点也行,2
188,求大神推荐 好纠结求大神推荐 三星s7edge. 华为mate9pro. 苹果7 该选那个啊 真的好纠结,2
189,千元机求推荐1000~1500性价比手机求推荐！,2
190,求推荐一部三千左右的手机拜托拜托，求推荐,2
191,精选速购推荐人是什么？精选速购官方推荐人shop1894321,2
192,大家帮推荐最近打算买一部笔记本电脑预算是3000到4000元，哪个牌的比较好,2
193,三千左右的手机求推荐拜托拜托，给个建议,2
194,性价比高的学生手机推荐这期给大家推荐的是千元左右（不是千元以内）的学生党手机，虽是入门级别的手机，但功能已经达到了学生党日常所用，适合家长给正在上学的孩子们购置。小格雷GP-50这款手机简直是熊孩子的噩梦，我今天拿在这里讲的原,2
195,求推荐手机~~1000-2000！现在看的有小米5，荣耀畅玩6X，荣耀8青春版，荣耀8，ZUKZ2，360N5。主要用途是浏览网页，游戏，听歌。相机使用频率不多。常用导航，需要GPS准确快速。、谢谢大神了~~！,2
196,千元学生手机 2017热门推荐想要给孩子买手机的家长们还在为孩子买什么手机伤脑筋吗？今天小编总结了五款比较适合学生用的手机，都是千元以内超高性价比的哦。　　超强管控功能学生手机小格雷S1　　小格雷学生手机定位为学生专属手机，比较,2
197,儿童手机哪个牌子好？千元学生手机推荐家长为孩子购买手机，只想在适当的时候与孩子进行沟通，只想在需要的时候知晓孩子的位置，仅此而已。而作为孩子来说，想要拥有一款手机的理由也十分的简单，他们想要在适当的时候与家长取得联系，在无聊的时候通过手,2
198,学生党求推荐手机接受的价格在2000到2600，希望性能强一点，性价比高一点，颜值和拍照并不是太在意，米6和荣耀9你们说应该选哪个呢？,2
199,求大神推荐一部四千以下的手机手机感觉跟不上了，想换一部，太贵的买不起，想买一部四千以下的综合性不错的手机，求推荐,2
200,求推荐求推荐一部日常用机，2000元以下。,2
201,求推荐电信翻盖老人机听筒声音要大，能用电信4G卡,2
202,2000左右的手机求推荐要求屏幕大，像素好点就好,2
203,求推荐个玩王者荣耀的手机求大神推荐个玩王者荣耀的手机，价位在2000到3000左右的现在用的是vivo感觉性价比不怎么样,2
204,追剧不累! 华为畅享7 Plus值得五星推荐最近《深夜食堂》太火了，先是黄老板“一包老坛酸菜面引发全民吐槽”，到现在日本《深夜食堂2》即将在影院上映，这一段时间《深夜食堂》始终都没偏出大家的焦点。在楼主看来，吃货心中永远渴望美味+故事，这也是《深,2
205,求大神推荐几款千元机。急！跪求大神推荐几款千元机，最好性价比高点的……,2
206,大神能否推荐一款手机？3000以下的我的主要需求是运存至少4g，存储至少64g，因为平时玩大型游戏，王者荣耀什么的，后置摄像头清晰，屏幕清晰分辨率高不要大黑边！！！，电量3000毫安，音质不差，指纹识别功能的，然后希望质量能用一年以上，现在的viv,2
207,大屏流畅最重要 手游追剧推荐用机大屏流畅最重要 手游追剧推荐用机,2
208,儿童手机哪个牌子好？学生手机推荐大家关于孩童是否应该运用手机的观点褒贬不一，在不影响学习的情况下给孩童装备手机仍是优点剩余害处的，现在的孩童手机也都是智能机，能够GPS定位孩子的方位、能够设置报警、能够设置孩子的活动范围等等。关于,2
209,求推荐 1500左右的手机求大神推荐 1500左右的手机哪款好用点,2
210,想买手机，求推荐！最近出了很多新机，但我想要部2500以下的手机。主要玩游戏看社交，性价比高（最好大电量），其他略计。谢谢！,2
211,推荐一部3000-4000性价比高的手机想换一部3000-4000的手机 犹豫要买什么样的手机 大概就是想要买了之后可以正常用上个三年左右 所以考虑想入手iphone6sp 其实感觉现在国产手机也不错 所以犹豫 求解答求推荐,2
212,求手机推荐什么手机屏幕大，网速快的手机？,2
213,求推荐华为手机，玩王者荣耀的朋友进来聊聊大家玩王者荣耀都用什么android手机，求推荐，掉帧严重吗？游戏体验好不好？本人15年买的荣耀7，去年10月开始玩王者荣耀，在没玩这游戏前，用荣耀7认为这手机真心不错，比起之前使用过的htc one，小米1s许多了。但是,2
214,有没有推荐的鼓浪屿哪家吃海鲜廉价啊,2
215,问下VR怎么使用，然后推荐点资源，3Q问下VR肿么使用，随后推荐点资源，3Q 问下VR肿么使用，随后推荐点资源，3Q 问下VR肿么使用，随后推荐点资源，3Q,2
216,推荐一下那个版本的系统好用准备退回391用不下去了 准备退回 各位大佬推荐一下那个版本好用！,2
217,求各位推荐适合v9玩的大型单机如题，感觉许多游戏咋v9不兼容啊。。。,2
218,谁能推荐个好游戏谁能推荐个好游戏,2
219,上班路上消遣时间的好办法，大屏游戏手机推荐在现在零碎时间这么多的，上班路上有大批空余时间的时间无处消遣，那么玩游戏成为了上班族在路上为数不多能够消遣的途径。那么，今天就为推荐几款，大屏，游戏性能出色的手机。让你们在王者荣耀的路上，所向披靡,2
220,想购买笔记本，谁能推荐个笔记本电脑吗请问大家哪个笔记本方便使用，本人读研主要用来实验室编辑文档用，不玩游戏，价格4000元左右，不要光驱，可以推荐何种笔记本？,2
221,希望大神推荐一下本人近来想替换手机，作为花粉，华为手机是不二之选。看了一下华为官网，纠结于P10和mate9，这两款手机外观好看，价格相近，功能都不用说了，至于性能指标还望用过的朋友指教一二，谢谢！{:6_137:},2
222,女神想买手机，为何我给她推荐华为荣耀 V9妹纸们用手机的时候，免不了磕磕碰碰，对手机来说，就是场虐机测验。近来，有位妹纸想买手机，对于顏值、拍照能力有要求，屏幕显示效果和大小也不能差，毕竟女生一直要煲剧。价格方面，预算初步定在3000元左右。但是,2
223,求大神推荐自己在用魅族手机，但感觉太厚了，个人想买个薄一点的。快充不重要，主要用来玩游戏和拍照。价位在一千五左右。,2
224,180版本不推荐升级比173差太多，以前173可以用6个多小时还有三四十的电，现在请看图，我上班基本不玩，下班打一个小时王者其他就随便玩玩,2
225,华为荣耀 8 全网通自带广告推荐吗如图。荣耀8到手很轻薄，背面超级好看，性价比也高，当时2000+，活动的时候1499京东入手，拍照自我感觉不错，而且对EMUI5.0之后的使用居然感觉还不错，NFC超级好用，公交卡刷了这么久，基本没有失败的，相比较小米5,2
226,想入手，求推荐6P三年了，现在又卡又费电，想换掉。想在荣耀8和V9之间挑选一部，求推荐！！！！！,2
227,推荐一下那种手机好想换手机了，3000之内的,2
228,求推荐几款双扬声器的手机如题，单扬声器真的受够了…无论国内外的都可以的，系统不限，前置双扬声器或者是底下双置的都行，反正我手机也没什么大用就是接打电话而已，,2
229,求大神推荐哪个系统最好用今天刚拿到手机黑色4加32的,2
230,推荐下荣耀8荣耀8方便使用吗？中考完想买一台。,2
231,怎么设置可以不显示这些**的搜索推荐？每次下拉屏幕想要百度个什么东西的时候，一直跳出许多相关联的东西，很容易误点。特别烦人，可以通过设定来取消这些推荐吗？,2
232,华为手机铃声能不能设置一些推荐铃声啊本人喜欢多彩的铃音！,2
233,求推荐手机！打游戏顺畅不发热就ok了~！看了一圈不知道买啥好日常只刷新闻，打农药，聊微信就这么简单希望找一台性能比较好，打游戏不卡顿的手机请问2000以下有啥推荐啊啊啊啊啊,2
234,有没有什么好的手环推荐听说小米手环在荣耀8上不是很方便使用。而A1又不是很方便使用。求推荐，不要太贵150左右就行,2
